,angleRotated,color,length,logWidthLengthRatio,x,y,centerX,centerY,width,lengthRotatedProjectX,widthRotatedProjectX,lengthRotatedProjectY,widthRotatedProjectY,vertexRightBottom,vertexRightTop,vertexLeftBottom,vertexLeftTop
0,2.146193716519751,0.6335680445434613,16.231171023231276,-1.0924452278560168,25.72393038847103,514.1501747917451,30,510,5.4438596448664835,-8.832487673609693,4.567268252508847,13.617564917448181,-2.962375489810605,"(23, 522)","(19, 519)","(32, 508)","(27, 505)"
1,2.5074445572992623,0.774219273827258,4.797555465318743,-0.9974568286465536,35.770150113820804,573.5339561325698,30,570,1.7694162350545453,-3.86479906485853,1.0483640007190442,2.8425106211021216,-1.4254005524311268,"(34, 575)","(33, 574)","(38, 572)","(37, 571)"
2,2.448105496481874,0.7161098571661065,14.25520948840581,-1.0731562092987297,36.66348054988525,629.9141200607856,30,630,4.874249816152242,-10.962564366391211,3.1157314329273205,9.11225439016409,-3.7484035145817516,"(32, 636)","(29, 632)","(43, 627)","(40, 623)"
3,3.043968873231175,0.6255159759989597,7.389560145914038,-0.9957806896161266,31.066186850036683,687.3360834766585,30,690,2.7299615460414848,-7.354375361784818,0.2660860447640063,0.7202514755649676,-2.7169630582043363,"(27, 689)","(27, 686)","(34, 688)","(34, 685)"
4,2.8266602280382602,0.6157314516881348,7.926255551822133,-1.055355496938631,30.57347292926934,744.3330977890777,30,750,2.758881211861604,-7.536421001340739,0.8545695827924258,2.4551752612270774,-2.623192019149367,"(27, 746)","(26, 744)","(34, 744)","(33, 741)"
5,2.275577805445057,0.797585340247678,7.882318851260261,-0.7965188712153884,35.897073740980574,807.7910079629278,30,810,3.5541049515156917,-5.106697307264275,2.7073506166724393,6.004381157530947,-2.3025886833717655,"(34, 811)","(31, 809)","(39, 805)","(37, 803)"
6,2.248727222978944,0.6481572776006397,8.566062463561787,-1.0093221540307593,27.63726917023433,872.4628006774483,30,870,3.1220380732607445,-5.372487045120295,2.4316683235514076,6.671866986058462,-1.958088582042791,"(26, 876)","(23, 874)","(31, 870)","(29, 868)"
7,2.2795821640913827,0.77926606649673,9.65517715493064,-1.1390201565671925,36.13984451755337,926.6788483291167,30,930,3.0909364636392063,-6.284675655099284,2.3464929135558257,7.329754279871661,-2.0119292305860896,"(34, 931)","(31, 929)","(40, 924)","(38, 922)"
8,2.5190463204315834,0.5592243512145,8.115393787821233,-1.0447443853595368,87.2176362645435,513.5704855583783,90,510,2.85484725370438,-6.59291597269571,1.6646776501330123,4.732132215860124,-2.3192673763779528,"(84, 517)","(83, 514)","(91, 512)","(89, 510)"
9,2.6418433370933165,0.5648547269029602,9.606315699164591,-0.7894254103033514,86.54381986754142,569.5211111075566,90,570,4.362282184328955,-8.431489402851929,2.0904297377368546,4.603399587436628,-3.8287869315619045,"(83, 573)","(81, 569)","(91, 569)","(89, 565)"
10,2.542091266625993,0.6546779597425187,12.23382056485328,-0.8350871794937677,89.95398176029511,628.3862286374441,90,630,5.3074798299455095,-10.100450849884991,2.994644015700998,6.9026993446103795,-4.381945842260561,"(86, 634)","(83, 629)","(96, 627)","(93, 622)"
11,2.6427160060976997,0.6946252765799222,8.240733883754972,-1.073945596510517,88.87864877325933,682.0687845555881,90,690,2.81551109673766,-7.236357951195368,1.3470514447189825,3.942691789252476,-2.472358214566288,"(85, 685)","(84, 682)","(93, 681)","(91, 678)"
12,2.8804859159113914,0.7098801010268024,4.375444554574848,-1.3404558055609808,94.31268742875865,752.8120064333757,90,750,1.1451691113020983,-4.2271382733783645,0.2956253309936161,1.1295207248645205,-1.1063534503744057,"(92, 753)","(92, 752)","(96, 752)","(96, 751)"
13,2.941261892246195,0.7469127936671851,26.823147440668926,-1.1542152822132523,93.5057919225483,807.9999433387017,90,810,8.457468887623653,-26.28670627483998,1.6829812341049255,5.337631669959288,-8.288326378152151,"(81, 814)","(79, 806)","(107, 809)","(105, 801)"
14,2.369505664259959,0.6230189482566394,10.317525313985625,-1.1103279842897102,86.24825558325207,872.0262636957253,90,870,3.3991178832316695,-7.392055809517567,2.371333384784179,7.197835752065461,-2.435319355302987,"(83, 876)","(81, 874)","(91, 869)","(88, 867)"
15,2.345324734182459,0.6086854688338545,12.486164757807948,-1.259838194990623,89.38633696130395,933.9636964274018,90,930,3.5423240284963566,-8.732562444380507,2.5318794133258407,8.924497941851987,-2.4774273267322,"(86, 939)","(83, 937)","(95, 930)","(92, 928)"
16,3.0683011281515413,0.7249183338581268,17.887261413842435,-0.9930261865781564,144.52975349494255,507.981337259289,150,510,6.626406293516329,-17.83924088207263,0.4852247436337287,1.3098112988232502,-6.608616898785887,"(135, 511)","(135, 505)","(153, 510)","(153, 504)"
17,2.6061437929540507,0.41147433251074766,13.984674016881046,-1.033209323440764,155.76681172750338,572.0019273743585,150,570,4.976628697709195,-12.02737477681946,2.5392109714325426,7.1353600705468905,-4.280098227543303,"(151, 577)","(148, 573)","(163, 570)","(160, 566)"
18,2.6034312574779026,0.7238925129436292,11.99339536494843,-1.1604400086688398,155.33314743760428,629.3806558113511,150,630,3.758109744054267,-10.29815919590366,1.9262497291150955,6.147312384757373,-3.2269104154654875,"(151, 634)","(149, 630)","(161, 627)","(159, 624)"
19,2.213566721440145,0.7727946759099138,7.851091163297083,-1.1356625978194,148.07905375537956,687.0631182787914,150,690,2.521842855207887,-4.706063918063355,2.0185793932116924,6.284313395551158,-1.5116311122969732,"(146, 690)","(144, 689)","(151, 684)","(149, 683)"
20,2.860327483066714,0.6499192413927894,10.782584597429407,-0.9459136398064939,147.35373433728438,758.5268089033535,150,750,4.187143065844853,-10.358883283130394,1.162230853257071,2.992936305236645,-4.022609413998577,"(142, 762)","(141, 758)","(153, 759)","(151, 755)"
21,2.393575707210087,0.7223589498250121,20.00988676831528,-0.7440596614639621,153.72986141667326,807.7918531878843,150,810,9.508316420693134,-14.66803049860259,6.467427919800709,13.610453694600453,-6.969968239397146,"(149, 818)","(143, 811)","(164, 804)","(157, 797)"
