,angleRotated,color,length,logWidthLengthRatio,x,y,centerX,centerY,width,lengthRotatedProjectX,widthRotatedProjectX,lengthRotatedProjectY,widthRotatedProjectY,vertexRightBottom,vertexRightTop,vertexLeftBottom,vertexLeftTop
0,1.159673694045242,0.18308523669363033,28.99894759365447,-0.9590223915089555,28.670998054152538,24.83489221735657,30,30,11.114350908831993,11.589100744919087,10.188222646508446,26.582545127651606,4.441724375715692,"(39, 35)","(29, 40)","(27, 9)","(17, 13)"
1,1.2433643789927185,0.24310002372033446,31.135729602005927,-0.944098761936234,31.026833305214428,92.66786499636436,30,90,12.112733560275819,10.013639102814771,11.469200772110167,29.481531333494317,3.895606236679946,"(41, 105)","(30, 109)","(31, 75)","(20, 79)"
2,1.1916063000099077,0.25463174001756267,38.15970247900103,-0.4393506636824416,27.455466422549566,141.7955408632511,30,150,24.59220164045005,14.12550663690228,22.84528885612978,35.44901910542387,9.103249892458548,"(45, 154)","(23, 164)","(31, 119)","(8, 128)"
3,0.9151245349960186,0.3776983308529982,31.945645739762774,-0.5656145386305858,30.54326395871581,208.16250252897532,30,210,18.145477377005502,19.477000455107707,14.38280435086929,25.321349391415886,11.063150014531752,"(47, 215)","(33, 226)","(27, 189)","(13, 201)"
4,0.4508443771785515,0.22788472010887023,33.99855024652503,-0.810240237214662,31.42083016625437,267.5869444225598,30,270,15.120896278669406,30.60139832518442,6.58856305434007,14.814041967298698,13.610008859264688,"(50, 268)","(43, 281)","(19, 253)","(12, 266)"
5,1.1418743303317556,0.20666159412992263,27.912619366223115,-0.7444826764592333,32.980509858632225,323.18295729889036,30,330,13.25793468226373,11.608598586680552,12.056959493658239,25.384143844868433,5.513851630888878,"(44, 333)","(32, 338)","(33, 307)","(21, 313)"
6,1.561277132906481,0.18960933031231061,30.007254553436155,-0.6395780520560991,28.77449618920929,391.1435324575814,30,390,15.829275713774539,0.28564056021854684,15.828558533866952,30.00589500923232,0.15067966896753765,"(36, 406)","(21, 406)","(36, 376)","(20, 376)"
7,1.1348881087240792,0.18767503070771593,26.266934748283916,-0.8149861116674173,30.536445404120574,450.39025506829034,30,450,11.626939806510514,11.090789333490289,10.539669037816013,23.810633192562165,4.909287711829611,"(41, 459)","(30, 464)","(30, 436)","(19, 440)"
8,1.0983847137016822,0.13637842166329944,29.861680749074495,-0.9167304647694334,90.17250886898955,28.147332276536027,90,30,11.939420988967969,13.588112410641736,10.63173811700945,26.591035675118228,5.432855433668121,"(102, 38)","(91, 44)","(88, 12)","(78, 17)"
9,1.09095952752964,0.24756937848422028,32.50995122816277,-0.8050419377310221,89.52332087012576,87.37700627793447,90,90,14.53419714311333,15.007712192358513,12.892854237276948,28.838611332878973,6.709485539980955,"(103, 98)","(90, 105)","(88, 69)","(75, 76)"
10,1.1282909721077967,0.07057773019565941,26.852366211631484,-0.7757187478977214,87.00961564889809,154.56413724115984,90,150,12.36209821647688,11.498313438993597,11.17140187532578,24.265991824407827,5.293510409339774,"(98, 164)","(87, 169)","(86, 139)","(75, 145)"
