,angleRotated,color,length,logWidthLengthRatio,x,y,centerX,centerY,width,lengthRotatedProjectX,widthRotatedProjectX,lengthRotatedProjectY,widthRotatedProjectY,vertexRightBottom,vertexRightTop,vertexLeftBottom,vertexLeftTop
0,1.6016133182575274,0.6770259636981905,32.30555965292963,-0.8541457878176634,25.410584534998303,34.29620495347929,30,30,13.750752543850183,-0.9954025850853705,13.744223605368854,32.29022078250008,-0.42368975421159283,"(31, 50)","(18, 50)","(32, 18)","(19, 17)"
1,1.3765940918776522,0.7384748773236944,31.71012164127721,-0.9728984530237773,31.49214864082113,94.87203555512089,30,90,11.985978060093931,6.1195406546804865,11.76066489570039,31.114032793585437,2.313099926093467,"(40, 109)","(28, 111)","(34, 78)","(22, 80)"
2,1.3678251938941914,0.715483865182041,25.827427879518364,-0.9381038255016817,37.19409081184084,154.70980492782118,30,150,10.10806073226904,5.206302149806019,9.900562258333219,25.297241920744003,2.037586497822155,"(44, 166)","(34, 168)","(39, 141)","(29, 143)"
3,1.3470218213661613,0.718647650191223,35.90087057508234,-0.9291150192530471,20.265275765917252,202.56005842324564,30,210,14.177362833966443,7.966819272051882,13.823875678329655,35.00574665301792,3.146121128631068,"(31, 218)","(17, 221)","(23, 183)","(9, 186)"
4,1.2401129301507507,0.7860592498951177,29.89661574228151,-0.9729301502752336,28.31941351932048,266.04188887737297,30,270,11.300140257829103,9.707116464802901,10.687906260399094,28.2768372131748,3.66903660591331,"(38, 278)","(27, 282)","(28, 250)","(18, 253)"
5,1.3086925231022306,0.7673652874363907,26.242179769358472,-0.9060670952188989,31.866675091730734,331.38119195799203,30,330,10.604738567370891,6.799691928310372,10.242554855825107,25.34593041747329,2.7478264333281923,"(40, 342)","(30, 345)","(33, 317)","(23, 320)"
6,1.404601341522425,0.7090051558529542,24.99498212931486,-0.9935064999612504,35.819832679023854,384.5184840791069,30,390,9.255042979469884,4.134944109835059,9.127521184937098,24.65058556816267,1.5310707267658412,"(42, 396)","(33, 397)","(38, 371)","(29, 372)"
7,1.410121728915346,0.6406479897586984,33.368530114000244,-0.9437439827627037,32.93554008161618,446.5068186607391,30,450,12.985966324970313,5.338435985242006,12.8187016638762,32.938729532275744,2.0775488070802437,"(42, 461)","(29, 464)","(36, 428)","(23, 431)"
8,1.3816139981640627,0.6445122045653789,31.5602991132843,-0.9553535423350898,96.03785465945035,28.60095855345526,90,30,12.14049344729109,5.935099670826096,11.923886785762098,30.997210713503463,2.2830911203992503,"(104, 42)","(93, 45)","(99, 11)","(87, 14)"
9,1.1822379858331862,0.6350470360358431,30.411799901815208,-0.9331693729397069,95.44202018469394,88.62469689264891,90,90,11.961119105331441,11.521650803816108,11.069491841856157,28.144788789809226,4.53152519743682,"(106, 100)","(95, 104)","(95, 72)","(84, 76)"
10,1.2959148440833381,0.6729604375139913,34.41574021493981,-0.7815490979423603,86.40005564823852,151.2555959376011,90,150,15.75196195640294,9.341563174974725,15.16059193794692,33.123682947253634,4.275600258095274,"(98, 165)","(83, 169)","(89, 132)","(74, 136)"
11,1.0221495583881695,0.8750223055685389,34.90309345820153,-0.7934198662976752,91.74889753462318,220.51154688155904,90,210,15.786507140771528,18.203118097481,13.469538191875943,29.780403363304373,8.23318581128993,"(107, 231)","(94, 239)","(89, 201)","(75, 209)"
