,angleRotated,color,length,logWidthLengthRatio,x,y,centerX,centerY,width,lengthRotatedProjectX,widthRotatedProjectX,lengthRotatedProjectY,widthRotatedProjectY,vertexRightBottom,vertexRightTop,vertexLeftBottom,vertexLeftTop
0,0.8677178537509305,0.0036279595840979784,14.792129850674213,-1.4277691593083657,34.26564588933068,30.966942236349364,30,30,3.547794394851285,9.564135222935723,2.706453968274874,11.2842555339999,2.293894501878276,"(40, 35)","(37, 37)","(30, 24)","(28, 26)"
1,1.1369605161398295,0.12098948870492054,14.371703722756454,-1.316460057437697,24.308082998766704,84.68516066233397,30,90,3.8528040069745013,6.041208142109685,3.4958803560025475,13.040309508535422,1.6195429147368328,"(29, 90)","(25, 92)","(23, 77)","(19, 78)"
2,0.3447804012758813,0.11655909123036884,15.25572274547146,-1.5258687910370525,27.288537612211442,147.12606772001138,30,150,3.3170834025568223,14.357918846643383,1.1211410528197294,5.156281885224854,3.1218720408114446,"(35, 148)","(33, 151)","(20, 142)","(19, 146)"
3,0.9336376271208461,0.07210703763744708,16.493097663936297,-1.0845873720385137,26.17875556479027,210.89015411424313,30,210,5.575347225170947,9.811975345494933,4.481404608134647,13.256975913515893,3.3168523360877744,"(33, 215)","(28, 219)","(23, 202)","(19, 205)"
4,1.153298074459282,0.027451243223301655,15.48461662884267,-1.28577289984079,87.15889113847592,33.22310321835735,90,30,4.2805185367261025,6.278622779641435,3.912848514874742,14.154583997179097,1.7356426599096657,"(92, 39)","(88, 41)","(85, 25)","(82, 27)"
5,0.7875047474546438,0.24990208114454177,15.306041625508696,-1.3566244404758299,91.04744935328478,90.80872631730213,90,90,3.9417436944969073,10.800182257260547,2.7930990493570595,10.84578136658486,2.7813559739067593,"(97, 94)","(95, 97)","(87, 83)","(84, 86)"
6,0.8609125675589749,0.13098163441956345,19.054545900665612,-1.4686842959708442,91.0627403569379,155.1475522723129,90,150,4.386893769670526,12.418716718550597,3.3271853598916485,14.451684834127976,2.859138773703851,"(98, 160)","(95, 163)","(86, 146)","(83, 149)"
7,0.9358732361318264,0.0912628357909747,20.62839995098451,-1.508562191049751,91.7636643820117,206.83235102705498,90,210,4.56357621436717,12.2350257122945,3.6742142284256945,16.608281980905495,2.7067282220370714,"(99, 213)","(96, 216)","(87, 197)","(83, 199)"
8,0.6637585754007981,0.13506732563519017,23.121258316018764,-1.4331915408074969,149.99870952761077,28.514255204528467,150,30,5.515492369430759,18.212203870209787,3.397994244233067,14.244585508395199,4.344455224007709,"(160, 33)","(157, 37)","(142, 19)","(139, 23)"
9,0.7876956262059689,0.1377567106924603,13.729197285490667,-1.5305508510466421,159.14297831822702,94.8389628729438,150,90,2.971223743345796,9.685679110913114,2.10579381436226,9.730286648621696,2.0961400106899943,"(165, 98)","(162, 100)","(155, 88)","(153, 91)"
10,0.6544453452053406,0.07069940130773521,19.497076200408905,-1.3620557593197236,149.8013776800929,144.3124786044458,150,150,4.993857996180387,15.468701043518825,3.0398576529199635,11.868246222201112,3.9620554180877785,"(159, 148)","(156, 152)","(143, 136)","(140, 140)"
11,1.0254289595454407,0.20898485397992494,16.793541663970444,-1.2500902746128837,156.00798432650998,203.51811076719625,150,210,4.810995912601187,8.711350834566323,4.113097369764545,14.35741648962695,2.495618500071938,"(162, 209)","(158, 211)","(153, 195)","(149, 197)"
12,0.918181663906327,0.22283136297142087,18.127807846506283,-1.5179253085751403,208.28034522470418,19.336881194578716,210,30,3.9730012674041086,11.008398195740845,3.156544424369473,14.40252014349796,2.4126678942151663,"(215, 25)","(212, 27)","(204, 10)","(201, 13)"
13,0.8058098910097218,0.10732715555446504,21.317004277698018,-1.1560786949850772,200.75487576904533,92.54441021273159,210,90,6.708842162943497,14.762605572909287,4.839703395718042,15.377911043900056,4.6460557690113475,"(210, 97)","(205, 102)","(195, 82)","(190, 87)"
14,1.0649188654488952,0.17752253580764488,24.05511818215765,-1.2261689634088118,218.44234979353413,146.3169786674464,210,150,7.058120689126931,11.656513361279744,6.174088357114917,21.04220537433941,3.420190143956861,"(227, 155)","(221, 158)","(215, 134)","(209, 137)"
15,0.9399888054504861,0.15214526818535282,13.433127972548817,-1.2594106650089858,214.60807908164267,207.0876905588184,210,210,3.8126070786994712,7.922819455246742,3.0788765574728525,10.847942616295368,2.248664465942714,"(220, 211)","(217, 213)","(212, 200)","(209, 202)"
