,angleRotated,color,length,logWidthLengthRatio,x,y,centerX,centerY
0,0.5412197682003752,0.32801616744531753,0.3152465858639462,0.35736922840951196,24.909952624678596,29.020122644872067,30,30
1,0.587100602754691,0.18787091793701088,0.32990576035877756,0.36206787189354317,36.049281149198436,89.89220280083126,30,90
2,0.5054378287333059,0.28547362277182603,0.46929142956625447,0.5762930558117345,26.950111894398844,157.0304390847655,30,150
3,0.5309637967333588,0.26261831736418456,0.31317129441835506,0.342631297913674,32.967864039418636,207.1883391927259,30,210
4,0.5007664717773784,0.10395561839862247,0.4020463289492821,0.31920212120737623,25.826139498712884,263.9308690523827,30,270
5,0.5969707107992007,0.40769154358001386,0.3909876551964331,0.35116684042884294,28.953782081985693,331.65071227952416,30,330
6,0.46864970239000137,0.22424667779933954,0.6065812393666599,0.3835672943387565,34.91728720320286,388.5437562611931,30,390
7,0.5956074311635534,0.4474519659475089,0.40722528982473405,0.48971841797633897,28.08778811963713,449.86569855278117,30,450
8,0.5765747464297263,0.24441346094824512,0.5554584924367635,0.28472288194501777,26.422335912902657,508.0134305069343,30,510
9,0.4328858288663535,0.35660230472131915,0.3264948112745598,0.3811894621350455,35.29100537398015,572.5586667326148,30,570
10,0.5140565815305393,0.34309146182055217,0.23422374777544103,0.33457622006243487,32.098973533680095,631.9853518228969,30,630
11,0.6176875486231832,0.16644668953865407,0.5158617627136834,0.4194966491691397,31.452880892920636,693.5235848540069,30,690
12,0.31681706366691587,0.2990100998788798,0.3512177700947712,0.3808950115251228,29.813601340696717,751.6360093477201,30,750
13,0.48768151943243404,0.25387591427748063,0.3640688808985779,0.4680195130919509,29.94482623188227,811.2420059897323,30,810
14,0.5277188727213554,0.22274383624318075,0.4448548698913393,0.3540427084332106,27.25421919390134,873.2217296808435,30,870
15,0.5127277163680852,0.26556913398244697,0.36742677088012754,0.34174355375134624,31.08899694035275,930.175683550178,30,930
16,0.45359262478236906,0.24401853610117577,0.34960668462860817,0.48727410141447114,102.0387861753712,32.253452466040294,90,30
17,0.41713203927675613,0.29315207045700775,0.4310253103159279,0.36197756037785905,89.62500516461994,89.2701605895266,90,90
18,0.5833102776369022,0.27430549666180476,0.3248789581030945,0.4010002864779289,88.36088829611211,144.28377437862375,90,150
19,0.4528454948974334,0.2773455668240439,0.38088977135175206,0.38042832905207286,91.17029835775408,211.69570043940394,90,210
20,0.5954131502068734,0.2567698168729038,0.41158408688984993,0.43945717241710547,89.19762488015893,264.3199414878764,90,270
21,0.5824384894035007,0.17831102160444573,0.2854054340370162,0.39674653569505164,83.40372060493723,324.34901608108163,90,330
22,0.5155272884901317,0.22681242824830294,0.3309140483833285,0.41445668247148615,83.83260678205497,385.26264381290804,90,390
23,0.5432176337841035,0.30082832872450344,0.35871596072510853,0.41084100719131517,85.51954550402647,438.0755876372259,90,450
24,0.37690411302742977,0.22428677081398912,0.23568257898390135,0.361546805459617,82.00029026545695,505.80505947172435,90,510
25,0.5197706615606918,0.26830714987826265,0.30885178404655106,0.28717758789941306,94.7304907278347,567.323573809047,90,570
26,0.38531837571043825,0.32020613506887013,0.48493169420278365,0.31461179655386456,82.45504722456465,628.2217870395308,90,630
27,0.46778045984087885,0.19528661712510612,0.40267981748752035,0.46505184037224184,93.18083682827174,690.5784733943481,90,690
28,0.5854922277628329,0.2562724485656481,0.4856847278044491,0.31314250204052374,93.10189295350689,740.7918697474166,90,750
29,0.6756670302998072,0.3443635744809618,0.3566362895550842,0.46547714830389575,83.08982223548065,807.5843410993651,90,810
30,0.4431422160441964,0.4001407962552064,0.4270877272771871,0.2644205581571219,96.24211866682924,866.3778773252986,90,870
31,0.5987873004369593,0.28563584533066483,0.4352576038355419,0.24976806207023633,89.14156541361231,934.4903496076693,90,930
32,0.6200020135884732,0.131579005919028,0.30121847122288126,0.4722226451540894,141.77231045286447,25.63387550913311,150,30
33,0.6017151800263943,0.20182757980669194,0.3893837915586623,0.4136675914862833,153.36785357702578,97.06306891172777,150,90
34,0.536511856029132,0.2956316926362645,0.31931241947165256,0.3966385516694487,148.3625034595895,158.41810255351126,150,150
35,0.3964147542322697,0.28571107454520384,0.4121243960352793,0.4126050411484852,155.24335207650446,210.67425822140126,150,210
36,0.5317897434183726,0.32858037735551837,0.36512012350078815,0.4275976548775537,157.3842606311474,269.15517613413806,150,270
37,0.5624132653169935,0.3574465739856638,0.252017165966011,0.4266867153636768,146.2530970175781,320.5835411441061,150,330
38,0.500402772864992,0.3214849968539959,0.3084034315964612,0.3721865788574068,145.53794127998154,385.67340695891295,150,390
39,0.5601387245490739,0.36399634204389314,0.4248074612759213,0.3238172370987221,140.96054537799176,451.84743218127363,150,450
40,0.36960124534061234,0.3313595424778657,0.39444050433012534,0.35003727073326407,148.01403114724744,510.78460531161403,150,510
41,0.45114298600448727,0.2762224149557658,0.4342730442890726,0.446555571687866,147.1336657024162,569.316350601265,150,570
42,0.5138997223324896,0.15756569924609753,0.4723777039646381,0.3709264138104367,143.55214101354588,638.1047290991711,150,630
43,0.48173949015124534,0.2914040135316542,0.3916012833795062,0.29149052710378176,153.11420562458576,691.2851730070513,150,690
44,0.5731392511919988,0.24150101026505494,0.36183540882846776,0.3962461649503969,149.23106014998962,750.0844330109217,150,750
45,0.5677527017612705,0.10454028113042682,0.37747265892227405,0.5090638651760806,150.3500884540939,810.4076501094003,150,810
46,0.5410817079250965,0.3603223834559359,0.4357466522891455,0.3421276395765606,152.649583266486,867.4843153741007,150,870
47,0.5564220214486698,0.1144530985049784,0.26257289395154876,0.32027738298321473,149.77517634634165,928.2737931450315,150,930
48,0.5314827471036524,0.30787755561451335,0.305193408634669,0.35766426645944077,208.17523691953082,29.321728116973876,210,30
49,0.5057787264491442,0.1981982737078844,0.46890820694201246,0.38006476226787267,211.8690725374862,86.80319222103094,210,90
50,0.5127030497010063,0.20491474427249765,0.3485528648427261,0.32712694818230753,212.00284618516298,145.22780270139842,210,150
51,0.5323734358299665,0.18738206432641308,0.3619457645142483,0.22726655140354748,205.28401988637904,214.2743722444722,210,210
52,0.5802707303760769,0.16691992227125468,0.3323318577491419,0.4427573787448501,214.5434609988887,277.20835631372967,210,270
53,0.47118855885852107,0.28876591785496514,0.4406711905181876,0.3160710466322344,200.23385088101986,329.48152243714134,210,330
54,0.5735623420991965,0.2483955717789656,0.2160902923957772,0.42570786163881424,215.49610205122497,386.0145435455265,210,390
55,0.5690554534733858,0.466106828768824,0.29668514893435793,0.31729716729364843,210.48363461909062,452.9391223070203,210,450
56,0.545324237614013,0.14468243521712884,0.4186574922982386,0.39486166620984264,210.1424132498926,512.7514459347819,210,510
57,0.563951218411128,0.22263542262282632,0.5122804312229434,0.41557064932131843,208.0375715810104,572.5798437292979,210,570
58,0.46729517745200666,0.25769943396053707,0.42653716095034894,0.34212611704837614,212.8936539405536,629.8260905552504,210,630
59,0.5250607625832473,0.3082095833725445,0.39776593258017046,0.37498116522093716,207.75789164561124,686.2962707196049,210,690
60,0.5003577197264362,0.24294040995684635,0.49799589618683787,0.32245089448601766,209.411272435554,748.0280178703748,210,750
61,0.4499167389202362,0.3639009660669583,0.38186971368957134,0.23814006287124342,206.3558067818182,806.1466999896747,210,810
62,0.38646658698547987,0.2635904416222732,0.4153478784531928,0.27871774939489924,214.48314222146942,874.8053661712034,210,870
63,0.44743357628574987,0.20574985241653343,0.38844832138505525,0.47496704425725234,217.98853770837468,927.7259883396549,210,930
64,0.47102362703986755,0.3391931940216163,0.3317804471254372,0.3375132982139748,272.67741114598357,29.024640747664428,270,30
65,0.451407486076229,0.2125791337236756,0.413782833590654,0.36336981563054993,271.9549417595457,90.84064265312395,270,90
66,0.5498441803564996,0.24780924786796682,0.3553460865398039,0.31963388588432606,274.9555458437806,159.65056807122406,270,150
67,0.49118325597393464,0.29951750588748915,0.40944302635390395,0.38735301410180584,273.0056132529822,211.017626528999,270,210
68,0.44095416160267265,0.4035726406987289,0.2707552188284664,0.37573052366426163,274.68249145427404,281.3496354457585,270,270
69,0.5587722835599694,0.34286926473815826,0.42450509202272624,0.41244118515087136,265.7448915348432,334.474766475682,270,330
70,0.42859778318993746,0.2543257505287116,0.3829272325811048,0.34441955271081653,271.9991293828789,394.42819113369416,270,390
71,0.5023206854196046,0.14998925774963118,0.41133450089990164,0.3123104101702623,266.3499068301946,450.59726257430464,270,450
72,0.44645863316322043,0.33157907813319787,0.42397505956620035,0.31892497478152565,269.68747219751924,514.6153964087142,270,510
73,0.5727387175530199,0.43014374769853037,0.3821604554106484,0.26797886640061896,272.65347403683234,572.3289637472803,270,570
74,0.5684831477079866,0.25288834461336346,0.41531419251966095,0.3700903742849852,266.3142983073199,632.2018581026747,270,630
75,0.46617072581635255,0.19197697346643322,0.26850526242314326,0.31215095046634667,262.4383369221014,682.6412325189269,270,690
76,0.5542807658367181,0.297657623240462,0.34403705308470095,0.2715851544856478,262.68253407046177,755.4759970862066,270,750
77,0.47741034476084865,0.3367106133393783,0.3472219735545831,0.4595948680556892,267.63067198797427,807.2602999581582,270,810
78,0.43342622067087494,0.2612703292890383,0.2971674677370405,0.3583392366143064,275.0720150451653,865.8677341411661,270,870
79,0.45207426915877696,0.16208412481136408,0.3370201320258085,0.3764488428698338,271.2552536581038,924.766375681377,270,930
80,0.5367291124480684,0.42891725430297245,0.32875894656699794,0.4217921645013783,332.81110356278367,27.369226376525432,330,30
81,0.6285934054514221,0.35764204260502114,0.3640823102757967,0.35588436470582663,328.8738575304873,90.12829777001687,330,90
82,0.4365809105073373,0.35960604705072163,0.3399002683314401,0.43641389558358407,324.13706747107557,150.56730237225287,330,150
83,0.47041273714664034,0.2528573040664567,0.40256904069665456,0.4200420957349289,322.93738790024264,212.2625263425186,330,210
84,0.44597765759176966,0.3023395269235569,0.3513032199788729,0.3761542167006287,327.8965851446869,260.7561616684593,330,270
85,0.5022912014183768,0.21944586336551664,0.3799116603386114,0.42693324129879784,326.71708792182307,325.7660739283702,330,330
86,0.3985323465619086,0.21632014103769004,0.3689825230216707,0.29370354948016614,330.1193897260025,393.38081216761327,330,390
87,0.5032785168402326,0.20705712365642776,0.39441843647436803,0.44197986973828013,327.9100186522562,444.97068674080134,330,450
88,0.5268101403610401,0.18199537858747544,0.48173311553428655,0.3451025159640537,332.3836329212048,503.92973213878963,330,510
89,0.5527301295425036,0.2714635909128983,0.4701201563294995,0.33361781052479694,329.3894041546642,564.384469386523,330,570
90,0.6025592632388275,0.23239286835395853,0.4476072656057898,0.35609450891735567,329.44131303229415,635.222224571562,330,630
91,0.5448507992498017,0.3325059502482414,0.4162740352931222,0.4190794605130969,331.82156089276134,689.2851708921307,330,690
92,0.5764707142138851,0.234877350887468,0.47602719297666685,0.3692241985744295,331.1410208745592,750.2747871546261,330,750
